series,horizon,model,MAE,RMSE,MAPE_%,Bias,n_obs,naive_MAE,naive_RMSE,naive_MAPE_%,ensemble_MAE,ensemble_RMSE,ensemble_MAPE_%,beats_naive,beats_ensemble
1#白银,7,Hybrid_variable_anchor,1213.0308213304195,1612.7516982531379,7.8208961241134505,608.7681426562337,120,1216.3348082595874,1576.0038222911664,7.772957328056271,1216.3348082595874,1576.0038222911664,7.772957328056271,True,True
1#白银,7,Naive_last,1216.3348082595874,1576.0038222911664,7.772957328056271,432.7064896755163,120,1216.3348082595874,1576.0038222911664,7.772957328056271,1216.3348082595874,1576.0038222911664,7.772957328056271,False,False
1#白银,7,Selected_adaptive_anchor,1213.0308213304195,1612.7516982531379,7.8208961241134505,608.7681426562337,120,1216.3348082595874,1576.0038222911664,7.772957328056271,1216.3348082595874,1576.0038222911664,7.772957328056271,True,True
1#白银,8,Final_ensemble,1226.401179941003,1589.8554995871298,7.85218127343393,485.1769911504425,120,1226.401179941003,1589.8554995871298,7.85218127343393,1226.401179941003,1589.8554995871298,7.85218127343393,False,False
1#白银,8,Hybrid_variable_anchor,1219.8856704071663,1622.4893719807972,7.894763356092979,660.7601629346611,120,1226.401179941003,1589.8554995871298,7.85218127343393,1226.401179941003,1589.8554995871298,7.85218127343393,True,True
1#白银,8,Naive_last,1226.401179941003,1589.8554995871298,7.85218127343393,485.1769911504425,120,1226.401179941003,1589.8554995871298,7.85218127343393,1226.401179941003,1589.8554995871298,7.85218127343393,False,False
1#白银,8,Selected_adaptive_anchor,1219.8856704071663,1622.4893719807972,7.894763356092979,660.7601629346611,120,1226.401179941003,1589.8554995871298,7.85218127343393,1226.401179941003,1589.8554995871298,7.85218127343393,True,True
1#白银,9,Final_ensemble,1208.8864306784665,1597.2207703735446,7.843717496712073,518.8421828908555,120,1208.8864306784665,1597.2207703735446,7.843717496712073,1208.8864306784665,1597.2207703735446,7.843717496712073,False,False
1#白银,9,Hybrid_variable_anchor,1186.7865933825062,1622.5604709915897,7.7803642460697136,689.5990619394472,120,1208.8864306784665,1597.2207703735446,7.843717496712073,1208.8864306784665,1597.2207703735446,7.843717496712073,True,True
1#白银,9,Naive_last,1208.8864306784665,1597.2207703735446,7.843717496712073,518.8421828908555,120,1208.8864306784665,1597.2207703735446,7.843717496712073,1208.8864306784665,1597.2207703735446,7.843717496712073,False,False
1#白银,9,Selected_adaptive_anchor,1186.7865933825062,1622.5604709915897,7.7803642460697136,689.5990619394472,120,1208.8864306784665,1597.2207703735446,7.843717496712073,1208.8864306784665,1597.2207703735446,7.843717496712073,True,True
1#白银,10,Final_ensemble,1286.8362831858408,1676.6653410515532,8.318882435606788,574.8893805309734,120,1286.8362831858408,1676.6653410515532,8.318882435606788,1286.8362831858408,1676.6653410515532,8.318882435606788,False,False
1#白银,10,Hybrid_variable_anchor,1252.1787973212438,1682.934414612006,8.199445792291455,742.5486740374726,120,1286.8362831858408,1676.6653410515532,8.318882435606788,1286.8362831858408,1676.6653410515532,8.318882435606788,True,True
1#白银,10,Naive_last,1286.8362831858408,1676.6653410515532,8.318882435606788,574.8893805309734,120,1286.8362831858408,1676.6653410515532,8.318882435606788,1286.8362831858408,1676.6653410515532,8.318882435606788,False,False
1#白银,10,Selected_adaptive_anchor,1252.1787973212438,1682.934414612006,8.199445792291455,742.5486740374726,120,1286.8362831858408,1676.6653410515532,8.318882435606788,1286.8362831858408,1676.6653410515532,8.318882435606788,True,True
1#白银,11,Final_ensemble,1353.834808259587,1742.250479925441,8.747078357864124,640.3392330383481,120,1353.834808259587,1742.250479925441,8.747078357864124,1353.834808259587,1742.250479925441,8.747078357864124,False,False
1#白银,11,Hybrid_variable_anchor,1312.3757995673743,1724.2379919138457,8.609828767317271,794.8060622869151,120,1353.834808259587,1742.250479925441,8.747078357864124,1353.834808259587,1742.250479925441,8.747078357864124,True,True
1#白银,11,Naive_last,1353.834808259587,1742.250479925441,8.747078357864124,640.3392330383481,120,1353.834808259587,1742.250479925441,8.747078357864124,1353.834808259587,1742.250479925441,8.747078357864124,False,False
1#白银,11,Selected_adaptive_anchor,1312.3757995673743,1724.2379919138457,8.609828767317271,794.8060622869151,120,1353.834808259587,1742.250479925441,8.747078357864124,1353.834808259587,1742.250479925441,8.747078357864124,True,True
1#白银,12,Final_ensemble,1409.845132743363,1831.4988585200592,9.17781564572123,702.1755162241888,120,1409.845132743363,1831.4988585200592,9.17781564572123,1409.845132743363,1831.4988585200592,9.17781564572123,False,False
