series,horizon,model,MAE,RMSE,MAPE_%,Bias,n_obs,naive_MAE,naive_RMSE,naive_MAPE_%,beats_naive
1#铜,18,Final_ensemble,2846.280587294789,3329.277554894289,3.1409602756179926,-376.3142402614412,120,2969.24778761062,3568.449240055831,3.2711575803018005,True
1#铜,18,Ridge_direct_h,2920.7248753532144,3555.033977044067,3.2383840574882012,12.560212856188809,120,2969.24778761062,3568.449240055831,3.2711575803018005,True
1#铜,18,Naive_last,2969.24778761062,3568.449240055831,3.2711575803018005,-860.3982300884958,120,2969.24778761062,3568.449240055831,3.2711575803018005,False
1#铜,18,Median_ensemble,3046.4029879957534,3695.4226072153406,3.3779629675016345,197.34985219790335,120,2969.24778761062,3568.449240055831,3.2711575803018005,False
1#铜,18,Rolling_log_drift_120d,3591.3389440383007,4342.272705290882,4.003688692084069,1234.3624382137796,120,2969.24778761062,3568.449240055831,3.2711575803018005,False
1#铜,18,Rolling_log_drift_60d,3806.971471409963,4723.021356677531,4.247977805789078,604.1508906173747,120,2969.24778761062,3568.449240055831,3.2711575803018005,False
1#铜,18,Rolling_log_drift_20d,4299.993450222645,5446.970702556684,4.727365693670824,-367.8665244768716,120,2969.24778761062,3568.449240055831,3.2711575803018005,False
1#铜,18,Rolling_log_drift_5d,5901.4348019772415,8241.16094360824,6.4629667531444595,-84.5602095655627,120,2969.24778761062,3568.449240055831,3.2711575803018005,False
1#铜,19,ARIMA_log,2844.7777841696734,3643.2093403952053,3.1260757810246016,-334.3984341808534,120,3059.292035398231,3677.954607206613,3.3646013571804265,True
1#铜,19,Final_ensemble,2901.7973130766045,3407.9968420837404,3.1991682821994503,-376.81443083431964,120,3059.292035398231,3677.954607206613,3.3646013571804265,True
1#铜,19,Ridge_direct_h,2969.059904691579,3647.4031626946985,3.2905337911527397,91.43265145993283,120,3059.292035398231,3677.954607206613,3.3646013571804265,True
1#铜,19,Naive_last,3059.292035398231,3677.954607206613,3.3646013571804265,-923.0088495575222,120,3059.292035398231,3677.954607206613,3.3646013571804265,False
1#铜,19,Median_ensemble,3114.787733441349,3821.502239379226,3.4502438149111776,227.3048364307735,120,3059.292035398231,3677.954607206613,3.3646013571804265,False
1#铜,19,Rolling_log_drift_120d,3715.9763161835535,4503.920797823094,4.138099115452059,1289.8902217502446,120,3059.292035398231,3677.954607206613,3.3646013571804265,False
1#铜,19,Rolling_log_drift_60d,3931.092257712468,4905.581988721815,4.382994591846758,624.3590377049915,120,3059.292035398231,3677.954607206613,3.3646013571804265,False
1#铜,19,Rolling_log_drift_20d,4516.404994308412,5694.995383665322,4.9555326561786215,-399.63774153996843,120,3059.292035398231,3677.954607206613,3.3646013571804265,False
1#铜,19,Rolling_log_drift_5d,6233.972838858372,8735.16654800384,6.831619142262498,-87.54537142209537,120,3059.292035398231,3677.954607206613,3.3646013571804265,False
1#铜,20,ARIMA_log,2879.1593287921123,3682.654608590796,3.1605659307654146,-369.6415528489479,120,3156.120943952803,3759.5250200011737,3.4662250284716256,True
1#铜,20,Final_ensemble,2956.2851329749883,3464.5821876158875,3.2564521222620115,-383.5728703492792,120,3156.120943952803,3759.5250200011737,3.4662250284716256,True
1#铜,20,Ridge_direct_h,3039.4340208195613,3717.304781075816,3.3676244375089435,162.9471403786573,120,3156.120943952803,3759.5250200011737,3.4662250284716256,True
1#铜,20,Naive_last,3156.120943952803,3759.5250200011737,3.4662250284716256,-989.6017699115044,120,3156.120943952803,3759.5250200011737,3.4662250284716256,False
1#铜,20,Median_ensemble,3179.887748118803,3911.793573922034,3.5190335475093315,252.74982918484977,120,3156.120943952803,3759.5250200011737,3.4662250284716256,False
1#铜,20,Rolling_log_drift_120d,3834.6543260951535,4635.963729600225,4.265844299360856,1341.6233892566945,120,3156.120943952803,3759.5250200011737,3.4662250284716256,False
1#铜,20,Rolling_log_drift_60d,4019.9145618261578,5053.490905873929,4.478845927901584,640.7402798068404,120,3156.120943952803,3759.5250200011737,3.4662250284716256,False
1#铜,20,Rolling_log_drift_20d,4746.223005151015,5923.183295221117,5.200115230914449,-435.0220646662087,120,3156.120943952803,3759.5250200011737,3.4662250284716256,False
1#铜,20,Rolling_log_drift_5d,6567.71951086253,9154.943049623327,7.196085599442317,-92.76921179267647,120,3156.120943952803,3759.5250200011737,3.4662250284716256,False
1#铜,21,ARIMA_log,2914.4888568503584,3704.9373470052624,3.1967939675603843,-404.5051492275898,120,3207.005899705015,3849.299570918852,3.5182279106240992,True
1#铜,21,Final_ensemble,2986.0132964264635,3512.1841231208227,3.287626697645618,-389.12511521877263,120,3207.005899705015,3849.299570918852,3.5182279106240992,True
1#铜,21,Ridge_direct_h,3027.7474644132785,3768.12261799115,3.355627392665455,221.72567960661243,120,3207.005899705015,3849.299570918852,3.5182279106240992,True
1#铜,21,Naive_last,3207.005899705015,3849.299570918852,3.5182279106240992,-1055.825958702065,120,3207.005899705015,3849.299570918852,3.5182279106240992,False
1#铜,21,Median_ensemble,3239.8209797715563,3993.465016162765,3.583814007975213,271.77126872937356,120,3207.005899705015,3849.299570918852,3.5182279106240992,False
1#铜,21,Rolling_log_drift_120d,3931.280394213813,4780.309298067781,4.371126122950464,1393.9132950763117,120,3207.005899705015,3849.299570918852,3.5182279106240992,False
1#铜,21,Rolling_log_drift_60d,4080.3374510262065,5206.948437727533,4.545801455401018,657.6459906779726,120,3207.005899705015,3849.299570918852,3.5182279106240992,False
1#铜,21,Rolling_log_drift_20d,4957.044920579771,6145.685267126681,5.426370726215136,-469.66795289932634,120,3207.005899705015,3849.299570918852,3.5182279106240992,False
1#铜,21,Rolling_log_drift_5d,6997.165822872923,9607.391064103072,7.6616623921546765,-95.87934945407882,120,3207.005899705015,3849.299570918852,3.5182279106240992,False
1#铜,22,ARIMA_log,2934.5121458694503,3693.527744266343,3.2184614233933653,-428.51724319378144,120,3259.1445427728613,3899.090339322149,3.5720941169060683,True
1#铜,22,Ridge_direct_h,3002.673934721747,3774.1356440372674,3.329493208577514,283.8024529011236,120,3259.1445427728613,3899.090339322149,3.5720941169060683,True
1#铜,22,Final_ensemble,3030.1130132551552,3593.317607832166,3.3404941070784298,-226.92252344598285,120,3259.1445427728613,3899.090339322149,3.5720941169060683,True
1#铜,22,Median_ensemble,3240.4503513212676,4019.059311608009,3.5850803473656474,298.2551496460417,120,3259.1445427728613,3899.090339322149,3.5720941169060683,True
1#铜,22,Naive_last,3259.1445427728613,3899.090339322149,3.5720941169060683,-1111.209439528024,120,3259.1445427728613,3899.090339322149,3.5720941169060683,False
1#铜,22,Rolling_log_drift_120d,3992.7898693799953,4881.807301379504,4.438886150963171,1457.232238083842,120,3259.1445427728613,3899.090339322149,3.5720941169060683,False
